feature;coeficiente;odds_ratio_aprox;abs_coeficiente
txt__de referencia;-0.0011288032702053453;0.9988718335885541;0.0011288032702053453
txt__1000;0.0011264503043379914;1.0011270849877727;0.0011264503043379914
txt__condicoes;-0.001124977930135682;0.9988756546203119;0.001124977930135682
txt__farinha;-0.001123947659452355;0.9988766837331453;0.001123947659452355
txt__doce;-0.0011229553177602486;0.9988776749606157;0.0011229553177602486
txt__adulto;0.001117798377846864;1.0011184233472952;0.001117798377846864
txt__sacos;-0.0011147097583461346;0.9988859112997885;0.0011147097583461346
txt__de primeira;-0.001101324265842796;0.9988992819691522;0.001101324265842796
txt__servicos;-0.0010972396942515992;0.9989033620531146;0.0010972396942515992
txt__longa;0.0010929486611254472;1.0010935461471675;0.0010929486611254472
txt__pedra;0.001090753596243157;1.001091348684292;0.001090753596243157
txt__descricao;0.0010851211147758734;1.0010857100717034;0.0010851211147758734
txt__equipo;0.0010831725326371318;1.00108375937587;0.0010831725326371318
txt__100 unidades;0.0010769349586530188;1.0010775150613311;0.0010769349586530188
txt__400;0.0010744882069071346;1.00107506567617;0.0010744882069071346
txt__entrega;-0.0010719030636546685;0.9989286712192241;0.0010719030636546685
txt__soldavel;-0.0010710169775301989;0.9989295563564511;0.0010710169775301989
txt__via de;0.0010630329016827764;1.0010635981214224;0.0010630329016827764
txt__integral;-0.0010611727387694141;0.9989393901059119;0.0010611727387694141
txt__in natura;-0.0010558684143857555;0.9989446888185297;0.0010558684143857555
txt__embalagem;-0.0010538019049242012;0.9989467531493137;0.0010538019049242012
txt__00;0.0010492306091686736;1.0010497812441685;0.0010492306091686736
txt__classe;0.0010440240009143864;1.0010445691836831;0.0010440240009143864
txt__haste;0.001043634662573531;1.0010441794387273;0.001043634662573531
txt__de sodio;0.001043520467025374;1.001044065123945;0.001043520467025374
txt__natura;-0.0010433500572641263;0.9989571940431613;0.0010433500572641263
txt__1kg;-0.0010380865387568624;0.998962452086678;0.0010380865387568624
txt__inoxidavel;0.001037211948311939;1.0010377500386467;0.001037211948311939
txt__bisnaga;0.0010330438559339522;1.001033577629526;0.0010330438559339522
txt__dimensoes;0.0010296984153518793;1.0010302287367732;0.0010296984153518793
txt__data;-0.0010293876750703927;0.9989711419626727;0.0010293876750703927
txt__aco inoxidavel;0.0010277194251744938;1.0010282477097436;0.0010277194251744938
txt__impressao;-0.0010273064899566334;0.9989732210087058;0.0010273064899566334
txt__casca;-0.0010249558176081309;0.9989755692701933;0.0010249558176081309
txt__as;-0.0010228178310895085;0.998977705068776;0.0010228178310895085
txt__firme;-0.0010219046451942556;0.9989786173215425;0.0010219046451942556
txt__hospitalar;0.0010202822934768851;1.0010208029585161;0.0010202822934768851
txt__infantil;0.0010078521989924142;1.0010083602526867;0.0010078521989924142
txt__pressao;0.001007814068212867;1.0010083220834582;0.001007814068212867
txt__folha;-0.0010021354688977842;0.9989983665011566;0.0010021354688977842
txt__bico;0.0010021324953730564;1.0010026347979195;0.0010021324953730564
txt__sodio;0.0009991133403326146;1.0009996126203313;0.0009991133403326146
txt__conjunto de;0.0009964923901983427;1.0009969890537003;0.0009964923901983427
txt__danos;-0.0009950310628859497;0.9990054638163685;0.0009950310628859497
txt__diversas;-0.000993527110019662;0.9990069662746289;0.000993527110019662
txt__mineral;0.000991180088942195;1.0009916714702622;0.000991180088942195
txt__de administracao;0.0009855011867788397;1.0009859869526345;0.0009855011867788397
txt__aroma;-0.0009831414729440794;0.999017341652294;0.0009831414729440794
cat__uf_DF;0.000981730665952961;1.0009822127212398;0.000981730665952961
txt__2022;-0.000980049953809516;0.9990204301382956;0.000980049953809516
